iter,time,reward,steps,convergence,policy
1,41.822314,-153.0,255.0,69.5119
2,4.964460000000004,81.0,21.0,54.68862841925659
3,5.541032000000001,63.0,39.0,27.792463734613573
4,7.205179000000006,78.0,15.0,25.202231888401904
5,11.596283999999985,90.0,12.0,23.127389025149803
6,12.759736999999994,92.0,10.0,17.24872163290713
7,10.284956000000012,83.0,19.0,13.939286881723797
8,21.671034000000006,89.0,13.0,13.495432338233424
9,13.219313999999983,89.0,13.0,11.19045068079344
10,16.494400999999993,85.0,17.0,8.435336473760223
11,14.573970999999991,78.0,15.0,6.00986588093599
12,20.203106,90.0,12.0,4.127120547131327
13,9.057281999999972,89.0,13.0,2.7099568576683595
14,13.793877000000009,90.0,12.0,1.7251515115297593
15,10.370670999999998,84.0,9.0,1.0750382287247078
16,12.04278999999997,93.0,9.0,0.6598257731128285
17,10.710312,83.0,19.0,0.40469174183351697
18,15.854036999999988,82.0,11.0,0.2540442811915966
19,12.471980000000048,82.0,20.0,0.1584962702391266
20,12.588785999999963,88.0,14.0,0.09816398525619263
21,17.160640999999977,80.0,22.0,0.0604393225985973
22,14.659387000000024,75.0,18.0,0.037042386541330075
23,15.367020000000009,90.0,12.0,0.02262236306505372
24,18.770857999999947,92.0,10.0,0.013777601150053442
25,17.412534999999952,56.0,28.0,0.008372586937397841
26,17.758724000000004,88.0,14.0,0.005079124348256414
27,21.253514000000028,83.0,19.0,0.0030768691708402685
28,31.942900999999967,88.0,14.0,0.001861808326353298
29,27.155441000000003,79.0,23.0,0.0011255289089433518
30,20.41976999999995,82.0,20.0,0.0006799005323614438
31,21.11281300000001,88.0,14.0,0.00041044800529732584
32,21.39255299999998,90.0,12.0,0.0002476514734723878
33,25.73165799999999,86.0,16.0,0.0001493588700895998
34,23.049246999999994,90.0,12.0,9.004487593244903e-05
35,22.135217999999956,89.0,13.0,5.4268774590582325e-05
36,27.424942999999978,79.0,23.0,3.269827716678719e-05
37,23.52631400000005,78.0,24.0,1.969703680515522e-05
38,22.104169000000006,87.0,15.0,1.1862946692531295e-05
39,38.194350999999905,89.0,13.0,7.143516981500397e-06
40,31.513141999999995,87.0,15.0,4.301002164197598e-06
41,27.07808300000003,87.0,15.0,2.589250058804282e-06
42,24.820209000000037,90.0,12.0,1.5585920181138135e-06
43,24.49280500000006,88.0,14.0,9.381047050283087e-07
44,28.50731900000003,92.0,10.0,5.645935630127497e-07
45,26.052878,89.0,13.0,3.3977454449996003e-07
46,29.634428000000046,90.0,12.0,2.0446550763608684e-07
47,27.39373899999997,88.0,14.0,1.2303452479045518e-07
48,26.86461600000012,89.0,13.0,7.40311350000411e-08
49,50.527402000000166,83.0,19.0,4.4543583044287516e-08
50,55.43607500000003,87.0,15.0,2.6800378805091896e-08
51,46.76347999999986,86.0,16.0,1.6124403146022814e-08
52,37.765673,78.0,15.0,9.700968917059072e-09
53,33.55143100000002,90.0,12.0,5.836312766405172e-09
54,35.74720300000011,91.0,11.0,3.5111611396132503e-09
55,32.86019200000001,82.0,11.0,2.112301444867626e-09
56,31.683931000000108,90.0,12.0,1.2707346286333632e-09
57,32.47630000000012,74.0,19.0,7.644445076948614e-10
58,34.36729599999988,78.0,15.0,4.5987746943865204e-10
59,33.67350200000008,86.0,16.0,2.766284978861222e-10
60,33.19097500000012,93.0,9.0,1.6642331956973067e-10
61,37.23131800000012,93.0,9.0,1.0011547146859812e-10
62,35.177648999999974,88.0,14.0,6.021139142831089e-11
63,35.02760399999993,83.0,19.0,3.622346866904991e-11
64,38.56522700000009,90.0,12.0,2.1813661987835076e-11
65,37.3781929999999,80.0,22.0,1.3102408047416247e-11
66,37.62955899999998,90.0,12.0,7.887024366937112e-12
67,38.74785399999992,83.0,10.0,4.746425474877469e-12
68,37.53759599999995,89.0,13.0,2.8563817977556027e-12
69,40.762739000000046,70.0,14.0,1.7195134205394424e-12
70,40.034442000000055,89.0,13.0,1.0231815394945443e-12
71,41.77624400000002,90.0,12.0,6.252776074688882e-13
72,41.64249000000009,82.0,20.0,3.694822225952521e-13
73,40.988242000000064,89.0,13.0,2.2737367544323206e-13
74,42.612216999999845,85.0,17.0,1.2789769243681803e-13
75,41.74484300000003,68.0,16.0,7.105427357601002e-14
76,43.94118199999974,93.0,9.0,4.263256414560601e-14
77,44.364795999999984,92.0,10.0,2.8421709430404007e-14
78,44.320141000000035,86.0,16.0,1.4210854715202004e-14
79,49.85953899999984,73.0,20.0,0.0
80,47.98847499999992,90.0,12.0,0.0
81,47.33580800000014,84.0,18.0,0.0
82,45.103584000000026,91.0,11.0,0.0
83,47.10872900000007,91.0,11.0,0.0
84,46.84103799999973,92.0,10.0,0.0
85,49.10718199999975,83.0,19.0,0.0
86,48.762478,81.0,21.0,0.0
87,49.778195000000025,90.0,12.0,0.0
88,48.769051999999924,72.0,21.0,0.0
89,49.60862899999974,79.0,14.0,0.0
90,49.89181399999998,81.0,21.0,0.0
91,51.38565600000034,84.0,18.0,0.0
92,51.25081699999967,79.0,14.0,0.0
93,52.656990000000015,89.0,13.0,0.0
94,52.888188000000284,79.0,23.0,0.0
95,54.10636499999999,88.0,14.0,0.0
96,52.797173000000086,91.0,11.0,0.0
97,54.53712800000021,89.0,13.0,0.0
98,56.18599200000007,78.0,24.0,0.0
99,56.0249960000001,89.0,13.0,0.0
100,61.43861099999981,91.0,11.0,0.0
